2.73,1.73,2.15,2.95,2.31,2.47,0.10,3.09,3.30,11949.15,2201.23,5223.53,20545.80,5803.57,8196.50,81.25,36846.15,4294967295.00,100011,D/Z
3.05,1.75,2.14,2.79,2.30,2.85,3.16,3.16,3.30,30288.46,2244.81,5178.83,13238.22,5750.00,17202.13,59255.77,56976.70,4294967295.00,111,D/Z
3.30,1.81,2.11,2.93,2.30,2.68,3.20,3.13,3.30,4294967295.00,2438.18,4962.60,18765.52,5723.47,11979.06,86060.08,44861.09,4294967295.00,100100111,D/Z
3.30,1.87,2.21,2.91,2.37,2.37,3.25,2.96,3.29,4294967295.00,2628.96,5649.56,17724.59,6349.48,6984.43,187385.91,22091.35,611400.63,100100111,D/Z
3.30,1.72,2.10,2.57,2.31,2.94,3.30,3.22,3.30,4294967295.00,2167.01,4920.75,8512.00,5803.57,22594.60,4294967295.00,104062.60,4294967295.00,100001111,R/U/V
3.20,1.70,2.19,2.49,2.41,2.90,2.55,2.36,2.94,80000.08,2125.00,5551.02,7420.80,6766.30,20121.95,8815.45,6288.66,19521.44,100001001,R/U/V
3.06,1.81,2.31,3.10,2.42,3.30,3.30,3.30,3.30,31600.00,2438.18,6500.00,37849.17,6868.13,4294967295.00,4294967295.00,4294967295.00,4294967295.00,101111,P
3.30,1.64,2.14,2.75,2.30,3.30,3.30,3.23,3.30,4294967295.00,1972.82,5178.83,12127.81,5723.47,4294967295.00,4294967295.00,113750.11,4294967295.00,100001111,R/U/V
2.69,1.63,2.13,2.85,2.27,3.28,3.30,3.20,3.30,11103.73,1949.81,5090.91,15012.76,5542.45,466125.44,4294967295.00,80000.08,4294967295.00,1111,H/K
2.83,1.64,2.20,2.85,2.33,3.11,3.24,3.18,3.30,14897.96,1980.54,5600.00,15137.14,5968.54,44932.19,130390.13,66621.69,4294967295.00,1111,H/K
3.30,3.05,3.30,3.03,3.16,3.30,3.30,2.26,2.14,4294967295.00,23898.73,4294967295.00,26484.71,56976.70,4294967295.00,4294967295.00,5442.55,4401.11,111111100,I/J
3.30,2.52,3.30,2.79,2.66,2.87,3.24,2.13,2.58,4294967295.00,6489.63,4294967295.00,13139.24,10351.76,18562.50,145166.81,4545.45,8609.87,111001100,I/J
3.30,3.01,3.30,3.08,3.30,3.25,3.30,2.10,2.36,4294967295.00,20988.77,4294967295.00,33705.88,4294967295.00,184800.17,4294967295.00,4375.00,6066.21,111111100,I/J
3.30,2.43,3.30,2.83,2.67,2.82,3.17,2.06,2.68,4294967295.00,5549.82,4294967295.00,14532.41,10548.47,16130.87,65599.94,4160.16,10321.25,111000100,I/J
2.68,2.13,2.42,2.87,2.44,3.24,3.28,3.24,3.30,10751.30,3620.88,7654.02,16200.00,7042.91,153541.81,377371.81,132105.39,4294967295.00,10001111,I/J
3.05,2.05,2.30,2.66,2.33,3.13,3.29,3.13,3.30,30714.29,3259.64,6410.29,10000.00,5968.54,49347.20,662350.63,46682.67,4294967295.00,1111,H/K
3.08,1.91,2.25,2.67,2.32,3.19,3.25,3.12,3.30,34565.21,2736.11,6013.54,10126.53,5885.25,82500.08,153858.97,43999.98,4294967295.00,1111,H/K
2.93,1.80,2.30,3.18,3.30,3.28,3.28,3.21,3.30,19547.42,2409.48,6410.29,65800.06,4294967295.00,466125.44,377371.81,92222.31,4294967295.00,111111,G/L
3.16,1.75,2.25,3.12,3.30,3.24,3.26,3.17,3.30,58392.81,2271.40,6040.74,41442.84,4294967295.00,137912.63,219050.20,59878.00,4294967295.00,111111,G/L
3.30,1.93,3.30,2.68,3.06,2.43,3.30,3.21,3.30,4294967295.00,2814.12,4294967295.00,10387.50,32534.25,7708.18,4294967295.00,88839.38,4294967295.00,101010111,M
3.30,1.82,2.67,2.28,2.60,2.97,3.30,3.23,3.30,4294967295.00,2447.83,11889.23,5369.62,9285.71,25103.97,4294967295.00,113750.11,4294967295.00,100001111,R/U/V
3.30,1.69,3.30,2.70,3.17,3.20,3.22,3.18,3.30,4294967295.00,2100.20,4294967295.00,10800.00,63076.86,85164.14,103792.09,64802.69,4294967295.00,101011111,N
3.30,1.79,3.10,2.71,3.30,2.98,2.92,2.37,3.00,4294967295.00,2381.16,42666.66,11016.40,4294967295.00,25382.51,20133.34,6411.15,24286.96,101011101,N
3.30,1.78,3.26,2.26,3.28,2.59,3.06,2.60,3.30,4294967295.00,2334.75,217538.67,5201.24,509000.50,10095.89,32864.00,9231.65,4294967295.00,101010101,O
3.30,1.75,2.94,2.43,2.61,2.78,2.82,2.24,3.17,4294967295.00,2271.40,22548.68,6727.14,9507.04,14615.74,15371.62,5250.00,58979.95,100000101,O
3.30,1.93,2.18,3.15,3.08,3.23,3.30,3.21,3.30,2555002.25,2802.82,5454.76,49838.27,34565.21,125125.13,4294967295.00,88839.38,4294967295.00,100111111,D/Z
3.30,1.84,2.12,3.04,2.52,3.24,3.30,3.14,3.30,4294967295.00,2526.55,5004.90,27911.11,8024.69,145315.92,4294967295.00,48649.97,4294967295.00,100101111,D/Z
3.30,1.80,2.14,3.00,2.54,3.24,3.30,3.12,3.30,4294967295.00,2400.00,5178.83,24286.96,8336.86,145315.92,4294967295.00,43169.63,4294967295.00,100101111,D/Z
3.30,1.75,2.17,2.97,2.32,3.21,3.30,3.14,3.30,4294967295.00,2271.40,5407.45,21908.92,5940.59,97723.31,4294967295.00,49693.85,2452802.50,100101111,D/Z
3.28,1.74,2.14,2.96,2.39,3.18,3.27,3.09,3.28,362857.50,2236.02,5178.83,20982.86,6601.42,75395.91,263380.25,37460.93,406800.38,100101111,D/Z
3.20,1.67,2.13,2.88,2.33,3.13,3.29,3.09,3.26,80000.08,2051.49,5112.71,16632.55,5996.68,50330.16,884000.81,36249.99,202200.19,100001111,R/U/V
3.25,1.74,2.21,2.76,2.42,3.17,3.30,3.09,3.26,147941.33,2227.27,5674.56,12214.29,6833.94,65865.80,4294967295.00,37460.93,220800.20,100001111,R/U/V
3.20,1.75,2.94,2.66,2.45,2.95,3.06,2.57,3.18,80000.08,2271.40,22775.01,10062.94,7150.94,23298.62,32864.00,8866.67,63956.82,100001101,R/U/V
3.14,1.67,2.25,2.97,2.31,3.26,3.30,3.16,3.30,48649.97,2059.52,5959.63,21670.59,5857.84,231687.72,4294967295.00,56976.70,4294967295.00,101111,P
3.19,1.64,2.21,2.92,2.31,3.23,3.30,3.15,3.30,75000.08,1965.12,5649.56,18584.62,5830.62,119565.33,4294967295.00,50781.22,4294967295.00,101111,P
3.21,2.17,3.30,3.24,3.30,3.30,3.30,3.18,3.30,85689.74,3829.06,4294967295.00,126821.17,4294967295.00,4294967295.00,4294967295.00,66621.69,4294967295.00,111111111,E/S
3.12,2.32,2.35,3.14,3.30,3.26,3.30,3.10,3.30,43169.63,4752.47,6909.83,46703.97,4294967295.00,231687.72,4294967295.00,38095.23,4294967295.00,10111111,Q
3.10,1.83,2.49,2.55,2.67,2.90,2.95,2.68,3.22,39426.22,2496.70,8566.67,8092.31,10548.47,20121.95,22257.95,10890.05,99900.09,1101,Q
3.30,1.72,2.28,1.74,2.50,3.29,3.30,3.11,3.30,4294967295.00,2175.51,6264.56,2672.73,7854.25,700563.13,4294967295.00,41594.81,4294967295.00,100001111,R/U/V
3.30,1.69,2.21,1.75,2.42,3.21,3.30,3.08,3.30,4294967295.00,2100.20,5649.56,2693.78,6868.13,94258.72,4294967295.00,34565.21,4294967295.00,100001111,R/U/V
3.30,3.02,3.30,3.25,3.08,3.28,3.30,3.24,3.30,4294967295.00,21790.70,4294967295.00,142023.66,35671.64,466125.44,4294967295.00,125375.13,4294967295.00,111111111,E/S
3.30,2.24,3.30,3.09,3.30,2.81,3.20,3.19,3.30,4294967295.00,4218.85,4294967295.00,34799.99,4294967295.00,15880.79,80518.83,70571.50,4294967295.00,111110111,E/S
3.30,1.83,3.30,2.77,3.09,3.30,3.30,3.20,3.30,4294967295.00,2477.02,4294967295.00,12662.58,36846.15,4294967295.00,4294967295.00,77421.95,4294967295.00,101011111,N
3.30,1.78,3.30,3.13,3.17,3.30,3.30,3.26,3.30,4294967295.00,2353.19,4294967295.00,43066.65,59878.00,4294967295.00,4294967295.00,210625.20,4294967295.00,101111111,X
3.30,1.71,3.21,2.99,3.17,3.25,3.24,3.18,3.30,4294967295.00,2150.10,95972.51,23444.21,63076.86,198196.63,130390.13,64802.69,4294967295.00,101111111,X
3.30,1.65,3.30,2.95,3.14,3.26,3.21,3.17,3.30,4294967295.00,2003.91,4294967295.00,19920.01,48649.97,213654.05,95911.20,61437.45,4294967295.00,101111111,X
3.30,1.65,3.30,3.08,3.18,3.27,3.19,3.20,3.30,4294967295.00,2011.76,4294967295.00,34244.77,64802.69,278575.25,78000.07,80000.08,4294967295.00,101111111,X
2.97,1.84,3.30,3.09,3.30,3.28,3.18,3.17,3.30,22330.10,2506.61,4294967295.00,35962.49,4294967295.00,466125.44,69286.55,61437.45,4294967295.00,1111111,T
3.15,1.74,2.70,2.93,3.30,2.83,3.25,3.13,3.30,51914.86,2236.02,12517.65,18949.57,4294967295.00,16651.72,174720.16,45754.70,4294967295.00,110111,T
3.30,1.66,2.25,1.94,2.52,3.12,3.30,3.03,3.30,4294967295.00,2035.50,6040.74,3431.83,8024.69,46605.25,4294967295.00,27588.24,4294967295.00,100001111,R/U/V
3.30,1.62,2.16,1.99,2.45,3.10,3.30,3.02,3.29,4294967295.00,1927.06,5291.52,3647.29,7150.94,41904.75,4294967295.00,26896.55,1225201.25,100001111,R/U/V
3.30,1.61,2.20,1.92,2.41,3.07,3.14,3.04,3.27,4294967295.00,1912.05,5600.00,3323.08,6766.30,36322.91,49552.91,28689.03,243120.23,100001111,R/U/V
3.30,1.69,2.33,1.73,2.39,2.51,1.70,3.13,2.89,4294967295.00,2100.20,6748.00,2641.48,6601.42,8685.98,2773.33,46682.67,16781.25,100000010,R/U/V
3.30,1.66,2.20,1.75,2.34,2.49,1.56,3.12,3.10,4294967295.00,2019.65,5624.71,2704.37,6111.11,8458.17,2334.69,42368.40,37199.99,100000011,W
3.30,1.81,3.19,2.86,2.38,2.61,3.25,2.56,3.00,4294967295.00,2419.01,79040.08,15652.94,6505.28,10396.03,174720.16,8717.10,23719.15,101000101,W
3.30,1.74,3.30,3.17,3.15,3.30,3.30,3.23,3.30,4294967295.00,2236.02,4294967295.00,60553.79,50781.22,4294967295.00,4294967295.00,113750.11,4294967295.00,101111111,X
3.30,1.69,3.30,3.21,3.20,3.24,3.30,3.20,3.30,4294967295.00,2108.43,4294967295.00,82262.15,80000.08,145315.92,4294967295.00,80000.08,4294967295.00,101111111,X
3.30,3.10,3.30,3.28,3.30,3.30,3.30,2.74,2.31,4294967295.00,31540.97,4294967295.00,488640.47,4294967295.00,4294967295.00,4294967295.00,12114.29,5623.53,111111100,I/J
3.25,3.04,3.30,3.21,3.30,3.28,3.22,2.54,2.18,157343.89,23575.00,4294967295.00,85285.80,4294967295.00,466125.44,99700.09,8336.86,4695.95,111111100,I/J
3.16,3.02,3.30,3.17,3.30,3.26,3.23,2.46,2.14,56976.70,21790.70,4294967295.00,60553.79,4294967295.00,231687.72,124057.26,7298.85,4401.11,11111100,Y
3.11,3.01,3.30,3.20,3.30,3.19,3.18,2.52,2.29,40124.99,20988.77,4294967295.00,74325.08,4294967295.00,82500.08,71283.41,8112.03,5444.09,11111100,Y
3.30,2.01,2.47,3.13,2.49,3.30,3.20,3.24,3.30,4294967295.00,3115.00,8302.33,43066.65,7648.81,4294967295.00,86060.08,139583.47,4294967295.00,100101111,Y
3.30,1.99,2.35,3.14,3.30,3.19,3.26,3.15,3.30,4294967295.00,3027.03,6976.11,46703.97,4294967295.00,79992.73,202000.19,53097.79,4294967295.00,100111111,D/Z
3.30,1.92,2.30,3.12,3.30,3.21,3.27,3.13,3.30,4294967295.00,2791.57,6469.90,41442.84,4294967295.00,97723.31,329875.31,46682.67,4294967295.00,100111111,D/Z
3.30,1.96,2.60,3.09,3.13,3.20,3.16,3.09,3.30,4294967295.00,2930.12,10461.11,35962.49,45754.70,88000.09,57849.95,36846.15,4294967295.00,100111111,D/Z
3.30,1.90,2.53,3.04,3.16,3.16,3.06,3.05,3.27,4294967295.00,2725.17,9135.00,28290.00,56976.70,62674.37,32864.00,29873.42,270400.25,100111111,D/Z
